xtf_id,UID,Nummer,Abkuerzung,Name_oeV,Name_HR,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_BearbeitungsDatum,Gueltigkeit_Stand
ch14uvag00000652,CHE-101.367.136,592,LSMS,Schilthornbahn AG,Schilthornbahn AG,18000101,,20220331,20220508
ch14uvag00248818,,20483,#LEER,Marti Luzern AG,Marti Luzern AG,18000101,,20220331,20220508
ch14uvag00248819,,20661,#LEER,Nestlé Suisse SA - Konolfingen,Nestlé Suisse SA - Konolfingen,18000101,,20220331,20220508
ch14uvag00001329,,2630,,Euro Tours AG D.o.o.,Euro Tours AG D.o.o.,18000101,,20220331,20220508
ch14uvag00000379,CHE-102.187.677,71,BLSC,BLS Cargo AG,BLS Cargo AG,20010409,,20220331,20220508
ch14uvag00001079,,2282,,Autoservizi F.V.G. S.p.A. - SAF,Autoservizi F.V.G. S.p.A. - SAF,18000101,,20220331,20220508
ch14uvag00248820,,20106,#GETREZH,Getreide Züri Nord AG,Getreide Züri Nord AG,18000101,,20220331,20220508
ch14uvag00000665,CHE-105.804.897,1104,MBF,Maschgenkammbahnen Flumserberg AG,Maschgenkammbahnen Flumserberg AG,18000101,,20220331,20220508
ch14uvag00221610,CHE-444.455.135,647,Locla,Localake SA,Localake SA,20110328,,20220331,20220508
ch14uvag00001221,,2513,,Veolia Transport Nitra a.s.,Veolia Transport Nitra a.s.,18000101,,20220331,20220508
ch14uvag00248821,,20448,#LEER,Jutzler AG Möbelfabrik,Jutzler AG Möbelfabrik,18000101,,20220331,20220508
ch14uvag00224173,,3091,XRAIL,Crossrail Benelux N.V.,Crossrail Benelux N.V.,18000101,,20220331,20220508
ch14uvag00000434,CHE-105.980.844,2852,CONSA,Constellium Valais SA,Constellium Valais SA,19890421,,20220331,20220508
ch14uvag00000303,CHE-100.966.104,2946,ALCO,alcosuisse ag,alcosuisse ag,19981021,,20220331,20220508
ch14uvag00000647,CHE-107.050.100,1099,LSC,Corvatsch AG,Corvatsch AG,18000101,,20220331,20220508
ch14uvag00248822,,20686,#LEER,"Manor Ag, Hauptsitz","Manor Ag, Hauptsitz",18000101,,20220331,20220508
ch14uvag00001125,,2408,,Solo Reisen d.o.o.,Solo Reisen d.o.o.,18000101,,20220331,20220508
ch14uvag00000337,,2874,AXBSK,AXBenet s.r.o.,AXBenet s.r.o.,18000101,,20220331,20220508
ch14uvag00248823,,20181,#NESPRAVE,"Nestlé Nespresso SA, Avenches","Nestlé Nespresso SA, Avenches",18000101,,20220331,20220508
ch14uvag00224704,CHE-201.470.510,1353,TCSA,TéléCharmey SA,TéléCharmey SA,20190816,,20220331,20220508
ch14uvag00000355,,2917,BCB,Bayerische CargoBahn GmbH,Bayerische CargoBahn GmbH,18000101,,20220331,20220508
ch14uvag00000385,,754,BNP,Bus Nyon - Prangins,Municipalité de Nyon,18000101,,20220331,20220508
ch14uvag00248824,IT03211930106,3144,PSAG,PSA Genova Pra' S.p.A.,PSA Genova Pra' S.p.A.,18000101,,20220331,20220508
ch14uvag00248825,,6019,,Jonuzovi?-Tours d.o.o.,Jonuzovi?-Tours d.o.o.,18000101,,20220331,20220508
ch14uvag00248826,,20274,#SMKÖLLI,Sondermülldeponie Kölliken,Sondermülldeponie Kölliken,18000101,,20220331,20220508
ch14uvag00225148,CHE-101.678.004,3105,CLRA,Classic Rail AG,Classic Rail AG,18000101,,20220331,20220508
ch14uvag00107861,,2667,,LVL Interlines S.r.l.,LVL Interlines S.r.l.,18000101,,20220331,20220508
ch14uvag00248827,,20654,#LEER,SGI Schweizerische Gesellschaft für Immobilien AG,SGI Schweizerische Gesellschaft für Immobilien AG,18000101,,20220331,20220508
ch14uvag00000345,CHE-107.051.335,1015,BBD,Bergbahnen Disentis AG,Bergbahnen Disentis AG,18000101,,20220331,20220508
ch14uvag00000537,CHE-100.333.577,2984,GGRB,Gleis-Genossenschaft Ristet-Bergermoos,Gleis-Genossenschaft Ristet-Bergermoos,19721205,,20220331,20220508
ch14uvag00166364,CHE-417.643.898,2713,,Loschi Sàrl,Loschi Sàrl,18000101,,20220331,20220508
ch14uvag00000509,CHE-105.737.054,1153,FML,Funivia,Monte Lema SA,18000101,,20220331,20220508
ch14uvag00248828,,20685,#LEER,Genossenschaft Getreidesammelstelle Thalheim,Genossenschaft Getreidesammelstelle Thalheim,18000101,,20220331,20220508
ch14uvag00248829,,20147,#PISTOR,Pistor AG,Pistor AG,18000101,,20220331,20220508
ch14uvag00000908,CHE-113.491.760,2960,TR,TR Trans Rail AG,TR Trans Rail AG,20070308,,20220331,20220508
ch14uvag00000828,CHE-107.635.275,406,SPBR,Sportbahnen Braunwald AG,Sportbahnen Braunwald AG,19051025,,20220331,20220508
ch14uvag00248830,,20229,#TESSIMOBAG,Tess Immobilien AG,Tess Immobilien AG,18000101,,20220331,20220508
ch14uvag00248831,,20363,#SIGROUP,SI Group-Switzerland GmbH,SI Group-Switzerland GmbH,18000101,,20220331,20220508
ch14uvag00165725,,2684,,Delontrans d.o.o.,Delontrans d.o.o.,18000101,,20220331,20220508
ch14uvag00000452,,58,DICH,Deutsche Eisenbahn-Infrastruktur in der Schweiz,Deutsche Eisenbahn-Infrastruktur in der Schweiz,18000101,,20220331,20220508
ch14uvag00001106,,2370,,Manieri Lines S.r.l.,Manieri Lines S.r.l.,18000101,,20220331,20220508
ch14uvag00001075,,2271,,Cuffaro Tours srl,Cuffaro Tours srl,18000101,,20220331,20220508
ch14uvag00248832,,20242,VZNAG,VZN AG,VZN AG,18000101,,20220331,20220508
ch14uvag00248833,,20717,#LEER,Florence Margueron,Florence Margueron,18000101,,20220331,20220508
ch14uvag00000465,CHE-105.979.887,1292,EBS,Luftseilbahn Sahli-Glattalp,ebs Energie AG,19520311,,20220331,20220508
ch14uvag00225149,FR 408 169 043 ,3110,CTFR,CAPTRAIN France,CAPTRAIN France,18000101,,20220331,20220508
ch14uvag00248834,,20444,#LEER,Leclerc Transport AG,Leclerc Transport AG,18000101,,20220331,20220508
ch14uvag00220979,,999,LV-Opt,Optionen und Reserven,Optionen und Reserven,18000101,,20220331,20220508
ch14uvag00000284,CHE-101.984.323,2969,AAEC,VTG Cargo AG,VTG Cargo AG,18000101,,20220331,20220508
ch14uvag00248835,,20224,#TENCOSA,Tenconi SA,Tenconi SA,18000101,,20220331,20220508
ch14uvag00224171,CHE-305.814.721,1352,IRSI,International Rolling Stock Investment GmbH,International Rolling Stock Investment GmbH,20120330,,20220331,20220508
ch14uvag00001276,CHE-107.079.569,2572,,Eurobus Ostschweiz AG,Eurobus Ostschweiz AG,18000101,,20220331,20220508
ch14uvag00248836,,20707,#LEER,Tuileries Fribourg & Lausanne SA,Tuileries Fribourg & Lausanne SA,18000101,,20220331,20220508
ch14uvag00000620,CHE-104.043.285,1241,LIV,Luftseilbahn Illgau-Vorderoberberg AG,Luftseilbahn Illgau-Vorderoberberg AG,19820513,,20220331,20220508
ch14uvag00001095,,2336,,Viaggi Simili S.A.S. di Antonio Simili & C.,Viaggi Simili S.A.S. di Antonio Simili & C.,18000101,,20220331,20220508
ch14uvag00107824,,78,EUSH,Euro Shuttle,Euro Shuttle,18000101,,20220331,20220508
ch14uvag00000307,,2215,ALSA(ES),ALSA Internacional SL,ALSA Internacional SL,18000101,,20220331,20220508
ch14uvag00000397,CHE-105.961.812,361,(BRER),Busbetrieb Rapperswil-Eschenbach-Rüti ZH,O. Schneider AG,19740522,,20220331,20220508
ch14uvag00001170,,2455,,Interbus Sp. z.o.o.,Interbus Sp. z.o.o.,18000101,,20220331,20220508
ch14uvag00248837,,20372,#LEER,Marcel Grimm-Meyer,Marcel Grimm-Meyer,18000101,,20220331,20220508
ch14uvag00248838,,20456,#LEER,British American Tobacco Switzerland SA,British American Tobacco Switzerland SA,18000101,,20220331,20220508
ch14uvag00248839,CHE-302.816.540,20335,COOP,Coop Genossenschaft,Coop Genossenschaft,18000101,,20220331,20220508
ch14uvag00248840,,20436,#LEER,Hungerbühler und Partner,Hungerbühler und Partner,18000101,,20220331,20220508
ch14uvag00248841,,2780,,Courriers Rhodaniens,Courriers Rhodaniens,18000101,,20220331,20220508
ch14uvag00248842,,20459,#LEER,Fixit SA,Fixit SA,18000101,,20220331,20220508
ch14uvag00000419,CHE-107.001.863,593,CBV,Chalais–Briey–Vercorin,Téléphérique Chalais-Vercorin SA,18000101,,20220331,20220508
ch14uvag00248843,,20411,#LEER,Victor & Armand Zwissig SA,Victor & Armand Zwissig SA,18000101,,20220331,20220508
ch14uvag00000939,CHE-108.955.966,713,VBD,Verkehrsbetrieb der ,Verkehrsbetrieb der Landschaft Davos,18000101,,20220331,20220508
ch14uvag00000904,CHE-105.901.632,25,TPFH,Transports publics fribourgeois Holding (TPF) SA,Transports publics fribourgeois Holding (TPF) SA,20000710,,20220331,20220508
ch14uvag00000769,CHE-102.909.703,1,SBB CFF FFS,Schweizerische Bundesbahnen SBB,Schweizerische Bundesbahnen SBB,19990712,,20220331,20220508
ch14uvag00248844,DE 813 543 508,3126,ALS,ALSTOM Lokomotiven Service GmbH Stendal,ALSTOM Lokomotiven Service GmbH Stendal,18000101,,20220331,20220508
ch14uvag00248845,,20679,#LEER,Artecom SA,Artecom SA,18000101,,20220331,20220508
ch14uvag00225150,,1358,SAST,SAEM Sports et Tourisme,SAEM Sports et Tourisme,18000101,,20220331,20220508
ch14uvag00000885,CHE-101.917.901,2865,TFCH,Thommen-Furler AG,Thommen-Furler AG,19730508,,20220331,20220508
ch14uvag00000480,CHE-106.946.790,638,EMAG,"Ernst Mändli AG, Schifffahrtsbetrieb und Bootsbau","Ernst Mändli AG, Schifffahrtsbetrieb und Bootsbau",18000101,,20220331,20220508
ch14uvag00166333,CHE-112.225.374,3079,SRAG,Stettler AG Biel Studen,Stettler AG Biel Studen,20050207,,20220331,20220508
ch14uvag00248846,,20627,#LEER,Stadt Frauenfeld - Frauenfeld,Stadt Frauenfeld - Frauenfeld,18000101,,20220331,20220508
ch14uvag00220843,CHE-315.426.970,1336,BKAG,Biel-Kinzig AG,Biel-Kinzig AG,20170616,,20220331,20220508
ch14uvag00248847,,20415,#LEER,STRABAG AG,STRABAG AG,18000101,,20220331,20220508
ch14uvag00248848,,3141,CBIO,CargoBeamer intermodal operations GmbH,CargoBeamer intermodal operations GmbH,18000101,,20220331,20220508
ch14uvag00001219,,2511,,Autobusova Doprava,Autobusova Doprava,18000101,,20220331,20220508
ch14uvag00107849,CHE-110.310.075,3028,CAGBS,Contargo AG,Contargo AG,20031120,,20220331,20220508
ch14uvag00000566,,2976,IGT,IGT Inbetriebnahme Gesellschaft Transporttechnik mbH,IGT Inbetriebnahme Gesellschaft Transporttechnik mbH,18000101,,20220331,20220508
ch14uvag00001304,,2600,,EuroBus S+V,EuroBus S+V,18000101,,20220331,20220508
ch14uvag00248849,,6007,,Ortet Autocars SARL,Ortet Autocars SARL,18000101,,20220331,20220508
ch14uvag00248850,IT-07102841215,3125,ESIN,ESIN S.R.L.,ESIN S.R.L.,18000101,,20220331,20220508
ch14uvag00225151,,2473,,"Veolia-Transport, Litas Ad.","Veolia-Transport, Litas Ad.",18000101,,20220331,20220508
ch14uvag00225152,,2419,,"Eurobus, a.s.","Eurobus, a.s.",18000101,,20220331,20220508
ch14uvag00000631,CHE-105.799.049,1103,LMM,Luftseilbahn Marbach - Marbachegg,Sportbahnen Marbachegg AG,18000101,,20220331,20220508
ch14uvag00000873,CHE-105.827.792,1005,TBBU,Toggenburg Bergbahnen Unterwasser,Toggenburg Bergbahnen AG,18000101,,20220331,20220508
ch14uvag00165710,,2694,,Viagens e Turismo Castrensa Lda,Viagens e Turismo Castrensa Lda,18000101,,20220331,20220508
ch14uvag00000959,CHE-114.410.356,543,VMCV,VMCV SA,VMCV SA,18861122,,20220331,20220508
ch14uvag00248851,,20413,#LEER,Silo Olten AG,Silo Olten AG,18000101,,20220331,20220508
ch14uvag00000314,CHE-105.962.711,357,ARAG,Rottal Auto AG,Rottal Auto AG,18000101,,20220331,20220508
ch14uvag00248852,,20059,#NOVPHAR,Novartis Pharma AG,Novartis Pharma AG,18000101,,20220331,20220508
ch14uvag00248853,CHE-107.878.783,20556,#LEER,COOP Immobilien AG,COOP Immobilien AG,18000101,,20220331,20220508
ch14uvag00224713,,1356,SBT,Stadtbus Tuttlingen Klink GmbH,Stadtbus Tuttlingen Klink GmbH,18000101,,20220331,20220508
ch14uvag00248854,,20404,#LEER,ROLDAG AG,ROLDAG AG,18000101,,20220331,20220508
ch14uvag00000721,CHE-109.030.864,9,Post,Die Schweizerische Post,Die Schweizerische Post,18000101,,20220331,20220508
ch14uvag00000825,CHE-109.387.941,19,SOB,Schweizerische Südostbahn AG,Schweizerische Südostbahn AG,18000101,,20220331,20220508
ch14uvag00107812,,2905,RDP,Rail Development Partners B.V.,Rail Development Partners B.V.,18000101,,20220331,20220508
ch14uvag00000785,CHE-105.887.682,2958,SCHEU,Scheuchzer S.A.,Scheuchzer S.A.,19470318,,20220331,20220508
ch14uvag00165691,,2685,,Societe des transports interurbains de haute savoie - Touriscar,Societe des transports interurbains de haute savoie - Touriscar,18000101,,20220331,20220508
ch14uvag00000405,CHE-106.010.523,542,BSU,Busbetrieb Solothurn und Umgebung AG,Busbetrieb Solothurn und Umgebung AG,19640724,,20220331,20220508
ch14uvag00248855,,20039,#COMMREN,Commune de Renens VD,Commune de Renens VD,18000101,,20220331,20220508
ch14uvag00248856,,20140,#VITOGAZ,VITOGAZ Switzerland AG,VITOGAZ Switzerland AG,18000101,,20220331,20220508
ch14uvag00000312,CHE-101.286.182,363,AOT,Autokurse Oberthurgau AG (AOT),Autokurse Oberthurgau AG (AOT),18000101,,20220331,20220508
ch14uvag00000585,,809,KRÖBU,Rudolf und Heidi Gerber-Salzmann,Rudolf und Heidi Gerber-Salzmann,18000101,,20220331,20220508
ch14uvag00107835,CHE-105.930.993,95,DREI,Dreier AG,Dreier AG,18000101,,20220331,20220508
ch14uvag00107830,,2644,,Geldhauser Fernbuslinien GmbH & Co. KG,Geldhauser Fernbuslinien GmbH & Co. KG,18000101,,20220331,20220508
ch14uvag00000387,CHE-114.525.752,2995,BOAG,Borner Transport und Lagerhaus AG,Borner Transport und Lagerhaus AG,20081001,,20220331,20220508
ch14uvag00001034,,2164,,Arlberg Express GmbH,Arlberg Express GmbH,18000101,,20220331,20220508
ch14uvag00248857,,2782,,Viaggi Gran Turismo - Fogliani S.r.l.,Viaggi Gran Turismo - Fogliani S.r.l.,18000101,,20220331,20220508
ch14uvag00000998,CHE-116.287.954,80,ZVV,Zürcher Verkehrsverbund,Zürcher Verkehrsverbund,18000101,,20220331,20220508
ch14uvag00000404,CHE-107.032.177,1174,BST,"Bergbahnen Splügen-Tambo AG, Splügen","Bergbahnen Splügen-Tambo AG, Splügen",18000101,,20220331,20220508
ch14uvag00000858,CHE-106.986.022,1072,SVG,Sesselbahn Visperterminen - Giw,GIW AG Visperterminen,18000101,,20220331,20220508
ch14uvag00000366,CHE-105.273.876,1037,BFL,Bergbahnen Flims Laax,WEISSE ARENA BERGBAHNEN AG,18000101,,20220331,20220508
ch14uvag00248858,,20667,#LEER,Roche VD,Roche VD,18000101,,20220331,20220508
ch14uvag00248859,,20587,#LEER,KEBAG AG,KEBAG AG,18000101,,20220331,20220508
ch14uvag00000689,CHE-105.816.676,615,NLM,"Navigazione sul Lago Maggiore, Gestione governativa","Navigazione sul Lago Maggiore, Gestione governativa",18000101,,20220331,20220508
ch14uvag00248860,,20302,#STEINFELS,Steinfels Swiss,Steinfels Swiss,18000101,,20220331,20220508
ch14uvag00248861,,20190,#SCHMEIMEBS,"Schmoll AG, Eisen und Metalle","Schmoll AG, Eisen und Metalle",18000101,,20220331,20220508
ch14uvag00000365,CHE-103.148.243,424,BET,"Bergbahnen Engelberg-Trübsee-Titlis AG, BET ","Bergbahnen Engelberg-Trübsee-Titlis AG, BET ",18000101,,20220331,20220508
ch14uvag00220997,,2730,,FlixBus B.V.,FlixBus B.V.,18000101,,20220331,20220508
ch14uvag00000289,CHE-105.928.358,109,AB,Appenzeller Bahnen AG,Appenzeller Bahnen AG,18860726,,20220331,20220508
ch14uvag00000526,,2132,GAJA(HR),GAJA d.o.o.,GAJA d.o.o.,18000101,,20220331,20220508
ch14uvag00166340,,3066,OCRM,Oak Capital Rail Management GmbH,Oak Capital Rail Management GmbH,18000101,,20220331,20220508
ch14uvag00001188,,2476,,Autolinea Sommatinese Srl,Autolinea Sommatinese Srl,18000101,,20220331,20220508
ch14uvag00248862,,20702,#LEER,Comune di Quinto,Comune di Quinto,18000101,,20220331,20220508
ch14uvag00248863,,20499,#LEER,Lagerhaus Lohn Maison Virchaux AG,Lagerhaus Lohn Maison Virchaux AG,18000101,,20220331,20220508
ch14uvag00000940,CHE-114.497.417,167,VBDB,Brünig Dampfbahn BDB,Brünig Dampfbahn BDB,20080915,,20220331,20220508
ch14uvag00001085,,2314,,Allegro Tours,Allegro Tours,18000101,,20220331,20220508
ch14uvag00165686,CHE-101.021.867,3040,THL,Thévenaz-Leduc SA,Thévenaz-Leduc SA,19540514,,20220331,20220508
ch14uvag00000335,CHE-105.942.281,365,AVJ,Société anonyme des auto-transports de la Vallée de Joux A.V.J. ,Société anonyme des auto-transports de la Vallée de Joux A.V.J. ,19200602,,20220331,20220508
ch14uvag00000485,CHE-107.901.287,2966,ERMW,ERMEWA SA,ERMEWA SA,18000101,,20220331,20220508
ch14uvag00248864,,20136,#INDGEGENEM,Industrie-Geleise-Genossenschaft (IGG Emmen),Industrie-Geleise-Genossenschaft (IGG Emmen),18000101,,20220331,20220508
ch14uvag00165709,,3034,RAB,DB ZugBus Regionalverkehr Alb-Bodensee GmbH,DB ZugBus Regionalverkehr Alb-Bodensee GmbH,18000101,,20220331,20220508
ch14uvag00000317,CHE-105.937.110,145,ARL,Società Autolinee Regionali Luganesi,Società Autolinee Regionali Luganesi,19070404,,20220331,20220508
ch14uvag00000483,CHE-106.047.963,2868,ERAG,Eberhard Recycling AG,Eberhard Recycling AG,19890510,,20220331,20220508
ch14uvag00000914,CHE-110.540.238,600,TSD,Theytaz Excursions SA,Theytaz Excursions SA,20040226,,20220331,20220508
ch14uvag00000423,IT 00857491005,92,CEMAT,Mercitalia Intermodal S.p.A,Mercitalia Intermodal S.p.A,18000101,,20220331,20220508
ch14uvag00248865,,20534,#LEER,Mulino Maroggia,Mulino Maroggia,18000101,,20220331,20220508
ch14uvag00248866,CHE-105.959.488,20689,#LEER,frigemo AG,frigemo AG,18000101,,20220331,20220508
ch14uvag00248867,,2785,,EU BUSS" Sh.p.k",EU BUSS" Sh.p.k",18000101,,20220331,20220508
ch14uvag00248868,CHE-441.041.518,126,GEX,Glacier Express AG,Glacier Express AG,18000101,,20220331,20220508
ch14uvag00001155,,2440,,Lenhard GmbH U. Co KG,Lenhard GmbH U. Co KG,18000101,,20220331,20220508
ch14uvag00225153,,3103,TOUAX,Touax Rail Limitd,Touax Rail Limitd,18000101,,20220331,20220508
ch14uvag00001042,,2180,,Ditta Politi Salvatore,Ditta Politi Salvatore,18000101,,20220331,20220508
ch14uvag00000840,,173,SSIF,Società Subalpina Imprese Ferroviarie S.p.A.,Società Subalpina Imprese Ferroviarie S.p.A.,18000101,,20220331,20220508
ch14uvag00165723,CHE-105.792.739,3043,GMAAR,Genossenschaft Migros Aare,Genossenschaft Migros Aare,19411111,,20220331,20220508
ch14uvag00248869,,20449,#LEER,Huber & Suhner AG,Huber & Suhner AG,18000101,,20220331,20220508
ch14uvag00248870,,20450,#LEER,"Gebr. Bumann & Söhne, Alteisenhandel","Gebr. Bumann & Söhne, Alteisenhandel",18000101,,20220331,20220508
ch14uvag00000334,CHE-105.995.308,563,GWB,Grindelwald Bus AG,Grindelwald Bus AG,19750317,,20220331,20220508
ch14uvag00248871,,20387,#LEER,Schwabe AG Basel,Schwabe AG Basel,18000101,,20220331,20220508
ch14uvag00248872,,20508,#LEER,Getreide Mittelthurgau AG,Getreide Mittelthurgau AG,18000101,,20220331,20220508
ch14uvag00001211,,2503,,Stanislav Bohdan,Stanislav Bohdan,18000101,,20220331,20220508
ch14uvag00000852,CHE-103.549.004,2817,STRAG,Schöni Transport AG,Schöni Transport AG,19970107,,20220331,20220508
ch14uvag00248873,,9732,Cent,Comune delle Centovalli,Comune delle Centovalli,18000101,,20220331,20220508
ch14uvag00220990,,2727,,AutoCars Ballanfat,AutoCars Ballanfat,18000101,,20220331,20220508
ch14uvag00000285,CHE-112.386.534,508,AAGL,Autobus AG Liestal Öffentlicher Verkehr,Autobus AG Liestal Öffentlicher Verkehr,20050603,,20220331,20220508
ch14uvag00221607,,2735,,MS-Keric De Luxe Tours d.o.o.,MS-Keric De Luxe Tours d.o.o.,18000101,,20220331,20220508
ch14uvag00001272,,2568,,Steber-Tours GmbH,Steber-Tours GmbH,18000101,,20220331,20220508
ch14uvag00248874,IT00586190217,9301,STA,Südtiroler Transportstrukturen AG,Südtiroler Transportstrukturen AG,18000101,,20220331,20220508
ch14uvag00225154,,2524,,ATP Morava,ATP Morava,18000101,,20220331,20220508
ch14uvag00000991,CHE-107.913.882,1105,ZBAG,Zermatt Bergbahnen AG,Zermatt Bergbahnen AG,18000101,,20220331,20220508
ch14uvag00248875,,20049,#TRIDEL,TRIDEL SA,TRIDEL SA,18000101,,20220331,20220508
ch14uvag00000857,CHE-108.954.932,306,SVB,Städtische Verkehrsbetriebe Bern (SVB) ,Städtische Verkehrsbetriebe Bern (SVB) ,18000101,,20220331,20220508
ch14uvag00000625,CHE-105.792.751,1083,LKS,Luftseilbahn Kandersteg-Sunnbüel (Gemmi) AG,Luftseilbahn Kandersteg-Sunnbüel (Gemmi) AG,18000101,,20220331,20220508
ch14uvag00248876,,20309,#GREINA,Greina AG,Greina AG,18000101,,20220331,20220508
ch14uvag00001260,,2556,,Ditta Currenti Ivana,Ditta Currenti Ivana,18000101,,20220331,20220508
ch14uvag00000637,CHE-101.368.029,2931,LONZA,Lonza AG,Lonza AG,18971207,,20220331,20220508
ch14uvag00000918,CHE-107.770.329,1030,TTM,Centre Touristique Gruyères-Moléson-Vudalla S.A.,Centre Touristique Gruyères-Moléson-Vudalla S.A.,18000101,,20220331,20220508
ch14uvag00001205,,2497,,"SAD Banska Bystrica, a.s.","SAD Banska Bystrica, a.s.",18000101,,20220331,20220508
ch14uvag00000406,CHE-106.055.520,2826,BTCH,Bombardier Transportation (Switzerland) AG,Bombardier Transportation (Switzerland) AG,19900125,,20220331,20220508
ch14uvag00248877,CHE-347-997.461,1363,CGAG,Château Gütsch AG,Château Gütsch AG,18000101,,20220331,20220508
ch14uvag00248878,CHE-478.227.046,1373,LPAG,LokPool AG,LokPool AG,18000101,,20220331,20220508
ch14uvag00248879,,20018,CARBURA,Carbura Tanklager AG,Carbura Tanklager AG,18000101,,20220331,20220508
ch14uvag00248880,,20271,#BENOIL,Benoil SA,Benoil SA,18000101,,20220331,20220508
ch14uvag00001297,,2593,,Avanti Busreisen Hans-Peter Christoph KG,Avanti Busreisen Hans-Peter Christoph KG,18000101,,20220331,20220508
ch14uvag00000400,CHE-105.795.809,1234,BSAG,Bergbahnen Sörenberg AG,Bergbahnen Sörenberg AG,18000101,,20220331,20220508
ch14uvag00248881,,20014,#SWSTEEL,Swiss Steel AG (Emmenbrücke),Swiss Steel AG (Emmenbrücke),18000101,,20220331,20220508
ch14uvag00248882,CHE-109.698.016,3121,VIB,vib GmbH,vib GmbH,18000101,,20220331,20220508
ch14uvag00248883,,2783,,Arditi Tours Sh.p.k.,Arditi Tours Sh.p.k.,18000101,,20220331,20220508
ch14uvag00248884,,20125,#WEKOLB,Dr. W. Kolb AG,Dr. W. Kolb AG,18000101,,20220331,20220508
ch14uvag00001213,,2505,,Pavel Fazik,Pavel Fazik,18000101,,20220331,20220508
ch14uvag00248885,,20414,#LEER,Politische Gemeinde Kirchberg,Politische Gemeinde Kirchberg,18000101,,20220331,20220508
ch14uvag00000707,CHE-114.891.033,1905,OUW**,Einwohnergemeinde Oeschenbach,Einwohnergemeinde Oeschenbach,18000101,,20220331,20220508
ch14uvag00000580,CHE-103.225.895,2843,KAGO,KAGO AG,KAGO AG,19810914,,20220331,20220508
ch14uvag00000944,CHE-105.894.593,820,VBLT,vbl transport ag,vbl transport ag,20020306,,20220331,20220508
ch14uvag00000952,,2815,VDZ,Verein Dampfgruppe Zürich,Verein Dampfgruppe Zürich,18000101,,20220331,20220508
ch14uvag00000926,CHE-105.766.966,1189,TVGD,Télé-Villars-Gryon-Diablerets SA,Télé-Villars-Gryon-Diablerets SA,18000101,,20220331,20220508
ch14uvag00248886,,20117,#HPBRUET,Hans Peter Brütsch AG,Hans Peter Brütsch AG,18000101,,20220331,20220508
ch14uvag00000645,CHE?106.038.214,2989,LSB,LSB Lok Service Balmer AG,LSB Lok Service Balmer AG,18000101,,20220331,20220508
ch14uvag00000363,CHE-102.586.014,1102,BEAG,Bergbahnen Engstligenalp AG,Bergbahnen Engstligenalp AG,18000101,,20220331,20220508
ch14uvag00166342,CHE-114.055.427,3068,SLM,"SCHORNO-LOCOMOTIVE-MANAGEMENT, SLM GmbH in Liquidation","SCHORNO-LOCOMOTIVE-MANAGEMENT, SLM GmbH in Liquidation",20080130,,20220331,20220508
ch14uvag00000481,,2945,EMN,Eisenbahnbetriebe Mittlerer Neckar GmbH,Eisenbahnbetriebe Mittlerer Neckar GmbH,18000101,,20220331,20220508
ch14uvag00000296,CHE-108.094.749,351,AFA,Automobilverkehr Frutigen-Adelboden AG,Automobilverkehr Frutigen-Adelboden AG,18000101,,20220331,20220508
ch14uvag00248887,,20286,#AGIRAFAL,Agir AG,Agir AG,18000101,,20220331,20220508
ch14uvag00248888,,20588,#LEER,LAS Immobilien AG,LAS Immobilien AG,18000101,,20220331,20220508
ch14uvag00165682,,2695,,N.T.SH. Sharr Travel,N.T.SH. Sharr Travel,18000101,,20220331,20220508
ch14uvag00000413,CHE-105.842.633,1167,BWA,"Bergbahnen Brigels, Waltensburg, Andiast SA","Bergbahnen Brigels, Waltensburg, Andiast SA",18000101,,20220331,20220508
