Gemeinde,coordinatex,coordinatey,name,streetNumber,zip,region,telephone,fax,openingHours,markettype,uid
Grub,47.44778,9.510045,SPAR Supermarkt Grub,Dorf 340,9035,"{'isoCode': 'AR', 'localName': 'Appenzell Ausserrhoden', 'nameEn': 'Appenzell Ausserrhoden', 'uid': 106}",071 891 20 34,071 891 68 58,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 221}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 8864}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 8865}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 8866}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 18:30 Uhr', 'posttext': '', 'group': '', 'uid': 8867}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 222}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",32
Schöfflisdorf,47.499201,8.414152,SPAR Supermarkt Schöfflisdorf,Dorfwisenstrasse 12,8165,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 875 01 37,044 885 72 55,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 233}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8873}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8874}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8875}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8876}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 234}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",35
Buttisholz,47.107911,8.083955,SPAR Supermarkt Buttisholz,Guglern 16,6018,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",041 9281143,041 9281689,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 238}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8877}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8878}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8879}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 239}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 240}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",36
Seewis Dorf,47.013623,9.637892,SPAR Supermarkt Seewis Dorf,von Salis-Strasse 33,7212,"{'isoCode': 'GR', 'localName': 'Graubünden', 'nameEn': 'Graubünden', 'uid': 113}",081 325 11 40,081 330 32 02,"[{'pretext': 'Montag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 249}, {'pretext': 'Dienstag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 8880}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 8881}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 8882}, {'pretext': 'Freitag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 18:30 Uhr', 'group': '', 'uid': 8883}, {'pretext': 'Samstag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '14:00 - 16:00 Uhr', 'group': '', 'uid': 250}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",38
Mollis,47.094741,9.07454,SPAR Supermarkt Mollis,Bahnhofstrasse 4,8753,"{'isoCode': 'GL', 'localName': 'Glarus', 'nameEn': 'Glarus', 'uid': 112}",055 622 20 30,055 622 20 31,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 12:15 Uhr', 'posttext': '13:30 - 19:00 Uhr', 'group': '', 'uid': 258}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 12:15 Uhr', 'posttext': '13:30 - 19:00 Uhr', 'group': '', 'uid': 8884}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 12:15 Uhr', 'posttext': '13:30 - 19:00 Uhr', 'group': '', 'uid': 8885}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 12:15 Uhr', 'posttext': '13:30 - 19:00 Uhr', 'group': '', 'uid': 8886}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 12:15 Uhr', 'posttext': '13:30 - 19:00 Uhr', 'group': '', 'uid': 8887}, {'pretext': 'Samstag', 'date': None, 'text': '06:30\xa0- 16:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 259}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",39
Wald,47.415943,9.491163,SPAR Supermarkt Wald,Dorf 36,9044,"{'isoCode': 'AR', 'localName': 'Appenzell Ausserrhoden', 'nameEn': 'Appenzell Ausserrhoden', 'uid': 106}",071 877 13 53,071 877 34 67,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 12:15 Uhr', 'posttext': '13:30\xa0- 19:00 Uhr', 'group': '', 'uid': 264}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 12:15 Uhr', 'posttext': '13:30\xa0- 19:00 Uhr', 'group': '', 'uid': 8888}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 12:15 Uhr', 'posttext': '13:30\xa0- 19:00 Uhr', 'group': '', 'uid': 8889}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 12:15 Uhr', 'posttext': '13:30\xa0- 19:00 Uhr', 'group': '', 'uid': 8890}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 12:15 Uhr', 'posttext': '13:30\xa0- 19:00 Uhr', 'group': '', 'uid': 8891}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 16:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 265}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",40
Benken,47.198543,9.004544,SPAR Supermarkt Benken,Zentrum,8717,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",055 293 58 58,055 293 58 59,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 278}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8892}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8893}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8894}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8895}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 279}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",43
Altendorf,47.190481,8.836625,SPAR Supermarkt Altendorf,Churerstrasse,8852,"{'isoCode': 'SZ', 'localName': 'Schwyz', 'nameEn': 'Schwyz', 'uid': 122}",055 4623710,055 4623711,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 286}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8896}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8897}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8898}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 21:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8899}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 18:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 287}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",44
Dällikon,47.439346,8.441002,SPAR Supermarkt Dällikon,Regensdorferstrasse 22,8108,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 844 01 69,044 844 01 70,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 300}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8905}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8906}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8907}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8908}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 301}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",46
Altstätten,47.375327,9.553071,SPAR Supermarkt Altstätten,Bahnhofstrasse 48a,9450,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",071 7554455,071 7554401,"[{'pretext': 'Montag', 'date': None, 'text': '06:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 304}, {'pretext': 'Dienstag', 'date': None, 'text': '06:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8909}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8910}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8911}, {'pretext': 'Freitag', 'date': None, 'text': '06:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8912}, {'pretext': 'Samstag', 'date': None, 'text': '06:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 305}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",47
Gais,47.362897,9.454783,SPAR Supermarkt Gais,Schwantlern 3,9056,"{'isoCode': 'AR', 'localName': 'Appenzell Ausserrhoden', 'nameEn': 'Appenzell Ausserrhoden', 'uid': 106}",071 790 08 90,,"[{'pretext': 'Montag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 309}, {'pretext': 'Dienstag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 8913}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 8914}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 8915}, {'pretext': 'Freitag', 'date': None, 'text': '07:30 - 12:00 Uhr', 'posttext': '13:30 - 18:30 Uhr', 'group': '', 'uid': 8916}, {'pretext': 'Samstag', 'date': None, 'text': '07:30 - 16:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 310}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",48
Winterthur,47.49058,8.720895,SPAR Supermarkt Winterthur,Breitestrasse 117,8400,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",052 214 00 64,052 214 00 88,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 316}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8917}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8918}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8919}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8920}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 317}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",49
Muotathal,46.972048,8.766369,SPAR Supermarkt Muotathal,Hauptstrasse 97,6436,"{'isoCode': 'SZ', 'localName': 'Schwyz', 'nameEn': 'Schwyz', 'uid': 122}",041 830 22 91,,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 11:45 Uhr', 'posttext': '13:00 - 18:30 Uhr', 'group': '', 'uid': 331}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 11:45 Uhr', 'posttext': '13:00 - 18:30 Uhr', 'group': '', 'uid': 8921}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 11:45 Uhr', 'posttext': '13:00 - 18:30 Uhr', 'group': '', 'uid': 8922}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 11:45 Uhr', 'posttext': '13:00 - 18:30 Uhr', 'group': '', 'uid': 8923}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 11:45 Uhr', 'posttext': '13:00 - 18:30 Uhr', 'group': '', 'uid': 8924}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 16:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 332}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",52
Hergiswil bei Willisau,47.085087,7.956636,SPAR Supermarkt Hergiswil b.Willisau,Chrüzmatte 1,6133,"{'isoCode': 'LU', 'localName': 'Luzern', 'nameEn': 'Lucerne', 'uid': 115}",041 979 02 55,041 979 04 55,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 338}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 8930}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 8931}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 8932}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '13:30\xa0- 18:30 Uhr', 'group': '', 'uid': 8933}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 15:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 339}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",54
Kloten-Bramen,47.444122,8.578881,SPAR Supermarkt Bramen,Schaffhauserstrasse 60,8302,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 813 76 44,044 814 08 69,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 344}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8934}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8935}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8936}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 22:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8937}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 345}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",56
Oberbüren,47.451465,9.160322,SPAR Supermarkt Oberbüren,Neudorf 2,9245,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",071 951 02 44,071 952 67 28,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '14:00\xa0- 19:00 Uhr', 'group': '', 'uid': 349}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '14:00\xa0- 19:00 Uhr', 'group': '', 'uid': 8938}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '14:00\xa0- 19:00 Uhr', 'group': '', 'uid': 8939}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '14:00\xa0- 19:00 Uhr', 'group': '', 'uid': 8940}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 12:00 Uhr', 'posttext': '14:00\xa0- 19:00 Uhr', 'group': '', 'uid': 8941}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 16:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 350}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",57
Flawil,47.416359,9.173117,SPAR Supermarkt Flawil,Mühlebachstrasse 1,9230,"{'isoCode': 'SG', 'localName': 'St. Gallen', 'nameEn': 'St. Gallen', 'uid': 119}",071 393 5868,071 393 4959,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 355}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8942}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8943}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8944}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8945}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 356}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",58
Schwerzenbach,47.381935,8.652604,SPAR Supermarkt Schwerzenbach,Bahnhofstrasse 1,8603,"{'isoCode': 'ZH', 'localName': 'Zürich', 'nameEn': 'Zurich', 'uid': 129}",044 825 28 78,044 825 28 79,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 369}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8946}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8947}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8948}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8949}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 18:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 370}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",61
Maienfeld,47.008149,9.530866,SPAR Supermarkt Maienfeld,Städtliplatz,7304,"{'isoCode': 'GR', 'localName': 'Graubünden', 'nameEn': 'Graubünden', 'uid': 113}",081 302 17 77,081 302 18 29,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 19:00\xa0Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 377}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 19:00\xa0Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8950}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 19:00\xa0Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8951}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 19:00\xa0Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8952}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 19:00\xa0Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8953}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 17:00\xa0Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 378}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",62
Eschlikon,47.462434,8.953921,SPAR Supermarkt Eschlikon,Winterthurerstrasse,8360,"{'isoCode': 'TG', 'localName': 'Thurgau', 'nameEn': 'Thurgau', 'uid': 123}",071 971 52 20,071 971 52 21,"[{'pretext': 'Montag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 382}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8954}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8955}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8956}, {'pretext': 'Freitag', 'date': None, 'text': '07:00 - 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8957}, {'pretext': 'Samstag', 'date': None, 'text': '07:00\xa0- 17:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 383}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",63
Arth,47.064521,8.523606,SPAR Supermarkt Arth,Bahnhofstrasse 3,6415,"{'isoCode': 'SZ', 'localName': 'Schwyz', 'nameEn': 'Schwyz', 'uid': 122}",041 855 25 55,041 855 61 92,"[{'pretext': 'Montag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 391}, {'pretext': 'Dienstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8958}, {'pretext': 'Mittwoch', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8959}, {'pretext': 'Donnerstag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8960}, {'pretext': 'Freitag', 'date': None, 'text': '07:00\xa0- 19:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8961}, {'pretext': 'Samstag', 'date': None, 'text': '07:00 - 15:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 392}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",65
Schöftland,47.31196,8.049747,SPAR Supermarkt Schöftland,Holzikerstrasse 8,5040,"{'isoCode': 'AG', 'localName': 'Aargau', 'nameEn': 'Aargau', 'uid': 104}",062 721 31 51,062 721 52 50,"[{'pretext': 'Montag', 'date': None, 'text': '06:30\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 396}, {'pretext': 'Dienstag', 'date': None, 'text': '06:30\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8962}, {'pretext': 'Mittwoch', 'date': None, 'text': '06:30\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8963}, {'pretext': 'Donnerstag', 'date': None, 'text': '06:30\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8964}, {'pretext': 'Freitag', 'date': None, 'text': '06:30\xa0- 20:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 8965}, {'pretext': 'Samstag', 'date': None, 'text': '06:30 - 18:00 Uhr', 'posttext': 'durchgehend geöffnet', 'group': '', 'uid': 397}]","{'marketType': 'SPAR Supermarkt', 'uid': 1}",66
