xtf_id,Nummer,Bezeichnung,BetrieblicheBezeichnung,Laenge,Kantenhoehe,Gueltigkeit_BeginnGueltigkeit,Gueltigkeit_EndeGueltigkeit,Gueltigkeit_Stand,rHaltestelle,E,N,H
ch14uvag00236821,ch:1:sloid:30457:0:980517,,1,,,20210211,,20220508,ch14uvag00058017,2683898,1140437,1030
ch14uvag00240614,ch:1:sloid:8159::81591,,81591,,,20210101,,20220508,ch14uvag00054696,2619412,1235023,461.9
ch14uvag00246400,ch:1:sloid:74427:0:01,,1,,,20211212,,20220508,ch14uvag00223791,2758641,1219131,492
ch14uvag00235321,ch:1:sloid:91165::82,,82,,,20210720,,20220508,ch14uvag00065102,2679230,1249023,403.9
ch14uvag00237288,ch:1:sloid:5078:0:74337,,1,,,20210211,,20220508,ch14uvag00057244,2682369,1209070,1638.9
ch14uvag00237293,ch:1:sloid:31346:0:881583,,1,,,20210211,,20220508,ch14uvag00220459,2748707,1176632.001,1700.8
ch14uvag00231816,ch:1:sloid:93107:0:620209,,blid00,5.00,17.00,20200106,,20220508,ch14uvag00061357,2505088.394,1117984.189,430
ch14uvag00235058,ch:1:sloid:91062::81,,81,,,20210720,,20220508,ch14uvag00064937,2683390,1251853,441.7
ch14uvag00233934,ch:1:sloid:6862::50,,50,,,20220207,,20220508,ch14uvag00050894,2712813,1236011,616.2
ch14uvag00232117,ch:1:sloid:92811:0:338724,,soci00,25.00,15.00,20200106,,20220508,ch14uvag00046791,2498400.422,1118112.227,414
ch14uvag00247604,ch:1:sloid:77538:0:2,,2,,,20220301,,20220508,ch14uvag00061925,2687056,1221382,725
ch14uvag00247601,ch:1:sloid:93426:0:1,,1,,,20220301,,20220508,ch14uvag00049046,2674917,1225003,449
ch14uvag00243596,ch:1:sloid:90291:0:02,,2,,,20200507,,20220508,ch14uvag00061735,2661232.894,1260210.083,365.6
ch14uvag00232489,ch:1:sloid:77014:0:1,D,1,,,20190101,,20220508,ch14uvag00048075,2605058,1198071,560
ch14uvag00228876,ch:1:sloid:87066:0:54554,,gyte00,20.00,17.00,20200106,,20220508,ch14uvag00048055,2508952.181,1123028.122,458.3
ch14uvag00238206,ch:1:sloid:30483:0:253335,,1,,,20210211,,20220508,ch14uvag00057208,2729841,1232283.999,1116.4
ch14uvag00237770,ch:1:sloid:30690:0:636163,,1,,,20210211,,20220508,ch14uvag00047608,2646252,1135263,1364.4
ch14uvag00237762,ch:1:sloid:1442:0:45233,,1,,,20210211,,20220508,ch14uvag00044890,2650331,1141959,2867.5
ch14uvag00233160,ch:1:sloid:89290:1:4,,4,,,20200703,,20220508,ch14uvag00038827,2608193.034,1266798.585,277.7
ch14uvag00235216,ch:1:sloid:76242::51,,51,,,20220207,,20220508,ch14uvag00065106,2678818,1252348,522.6
ch14uvag00234161,ch:1:sloid:82485:2:3,,10,,,20101212,,20220508,ch14uvag00047771,2646556.574,1162679.547,1010.3
ch14uvag00240633,ch:1:sloid:5172:0:126630,2,2,126.00,0.00,20210308,,20220508,ch14uvag00055013,2694281.26223,1168396.16227,2033.1
ch14uvag00247145,ch:1:sloid:2298:0:1,,1,,,20220301,,20220508,ch14uvag00064788,2682578,1224813,526
ch14uvag00231881,ch:1:sloid:92935:0:514240,,aren01,25.00,22.00,20200106,,20220508,ch14uvag00047509,2497647.366,1121041.145,424
ch14uvag00233807,ch:1:sloid:91053::0,,0,,,20220207,,20220508,ch14uvag00064999,2682952,1251151,455.6
ch14uvag00235240,ch:1:sloid:91327::0,,0,,,20220207,,20220508,ch14uvag00065269,2683388,1247577,406.8
ch14uvag00234522,ch:1:sloid:77009:0:2,,2,,,20190101,,20220508,ch14uvag00055706,2604007.173,1199489.86,562.964
ch14uvag00229570,ch:1:sloid:88552::14,N,14,,,20220207,,20220508,ch14uvag00064062,2696915,1261946,438.7
ch14uvag00225573,ch:1:sloid:96005::51,,51,,,20220207,,20220508,ch14uvag00220380,2689506,1246239,626.6
ch14uvag00234204,ch:1:sloid:3355::50,,50,,,20220207,,20220508,ch14uvag00057970,2706483,1234786,468.4
ch14uvag00242837,ch:1:sloid:91583::410301,,1,,,20211212,,20220508,ch14uvag00038768,2719220,1096351,547
ch14uvag00243106,ch:1:sloid:78866::114401,,1,,,20211212,,20220508,ch14uvag00061465,2714217,1148313,684.7
ch14uvag00245577,ch:1:sloid:3094:0:319587,1,1,,,20211212,,20220508,ch14uvag00064923,2681627.1058,1243028.04334,436.3
ch14uvag00241500,ch:1:sloid:7309:0:02,,2,,,20210401,,20220508,ch14uvag00225341,2584888,1218765,432.4
ch14uvag00230172,ch:1:sloid:90848::81,,81,,,20210720,,20220508,ch14uvag00062055,2674487,1248591,420.3
ch14uvag00228385,ch:1:sloid:93213:0:900828,,sier00,20.00,15.00,20200106,,20220508,ch14uvag00062618,2502778.43,1114734.256,413.2
ch14uvag00235060,ch:1:sloid:91090::20,,20,,,20220207,,20220508,ch14uvag00065022,2680485,1253089,450.1
ch14uvag00237080,ch:1:sloid:9451:0:946077,,2,,,20210211,,20220508,ch14uvag00055285,2738037,1218464.999,660.3
ch14uvag00234760,ch:1:sloid:88739::50,,50,,,20220207,,20220508,ch14uvag00049841,2685814,1255545,453.1
ch14uvag00238546,ch:1:sloid:73022::4,B,4,,,20210201,,20220508,ch14uvag00052482,2665760.50475,1211047.84006,438.6
ch14uvag00238537,ch:1:sloid:89775::2,,2,,,20210201,,20220508,ch14uvag00052422,2666078.505,1210996.91018,437.5
ch14uvag00231075,ch:1:sloid:7900:1:2,,10,,,20061210,,20220508,ch14uvag00063439,2605336.882,1179050.852,612.2
ch14uvag00238539,ch:1:sloid:89775::5,,5,,,20210201,,20220508,ch14uvag00052422,2666150.87197,1210873.85833,439.4
ch14uvag00228072,ch:1:sloid:88101:1:2,,10,,,20010610,,20220508,ch14uvag00044975,2616071.851,1172916.793,576.9
ch14uvag00227574,ch:1:sloid:88275:0:1,,1,,,20200703,,20220508,ch14uvag00040481,2604335.346,1193893.575,521
ch14uvag00233456,ch:1:sloid:76263::11,,11,,,20220207,,20220508,ch14uvag00065140,2680214,1252819,457.4
ch14uvag00234502,ch:1:sloid:91085::21,,21,,,20220207,,20220508,ch14uvag00065017,2683545,1253584,443.2
ch14uvag00230354,ch:1:sloid:994:1:1,,1,,,20200703,,20220508,ch14uvag00040028,2611384.754,1266968.988,259.5
ch14uvag00241820,ch:1:sloid:78691:0:02,,2,,,20210504,,20220508,ch14uvag00054175,2655658,1251515,385.3
ch14uvag00227206,ch:1:sloid:73163::50,,50,,,20220207,,20220508,ch14uvag00046680,2684468,1237811,545.4
ch14uvag00235203,ch:1:sloid:91324::1,,1,,,20220207,,20220508,ch14uvag00065271,2683194,1249252,455.2
ch14uvag00242636,ch:1:sloid:73679::52,,52,,,20220207,,20220508,ch14uvag00057206,2694022,1265836,420.8
ch14uvag00232379,ch:1:sloid:7428:0:162704,,luli01,,,20200106,,20220508,ch14uvag00224940,2508796.484,1120259.148,463.9
ch14uvag00234254,ch:1:sloid:90731::50,,50,,,20220207,,20220508,ch14uvag00055140,2679938,1258303,444.8
ch14uvag00240980,ch:1:sloid:93376:0:02,,2,,,20210401,,20220508,ch14uvag00041132,2586066,1221378,436.5
ch14uvag00245023,ch:1:sloid:79211:0:2,,2,10.00,0.00,20211212,,20220508,ch14uvag00041372,2558150.75667,1146002.42971,613.5
ch14uvag00240466,ch:1:sloid:94691:0:258201,,HLMD_2,,,20210223,,20220508,ch14uvag00051717,2596228.37076,1114364.57046,1697.8
ch14uvag00245014,ch:1:sloid:95187:0:2,,2,12.00,13.00,20211212,,20220508,ch14uvag00062811,2560930.44266,1138254.02144,373.8
ch14uvag00242780,ch:1:sloid:88043::81,,81,,,20210720,,20220508,ch14uvag00057969,2707241,1234445,467.5
ch14uvag00243754,ch:1:sloid:90187:0:01,,1,,,20200507,,20220508,ch14uvag00039808,2665032.93,1259231.029,383.8
ch14uvag00238829,ch:1:sloid:94411::1,,1,,,20210201,,20220508,ch14uvag00043322,2760059.09314,1192299.12575,617.1
ch14uvag00232016,ch:1:sloid:87061:0:681082,,rive00,47.00,23.00,20200106,,20220508,ch14uvag00046881,2500754.478,1117519.178,376.9
ch14uvag00229463,ch:1:sloid:6899::58,J,58,,,20220207,,20220508,ch14uvag00064041,2696867,1261855,438.7
ch14uvag00233678,ch:1:sloid:91127::51,,51,,,20220207,,20220508,ch14uvag00065062,2683509,1252332,436.3
ch14uvag00225760,ch:1:sloid:76104::51,,51,,,20220207,,20220508,ch14uvag00048676,2706030,1239670,565.9
ch14uvag00235288,ch:1:sloid:90632::51,,51,,,20220207,,20220508,ch14uvag00047172,2685896,1253062,427.9
ch14uvag00244822,ch:1:sloid:95874:0:2,,2,,22.00,20211212,,20220508,ch14uvag00166264,2556869.96556,1146859.58312,565.9
ch14uvag00230092,ch:1:sloid:76836:1:1,,10,,,19990530,,20220508,ch14uvag00038804,2611962.101,1176909.178,574.2
ch14uvag00238134,ch:1:sloid:30577:0:399711,,2,,,20210211,,20220508,ch14uvag00062260,2696031,1168725,1946.5
ch14uvag00227480,ch:1:sloid:71475:0:2,,2,,,20190101,,20220508,ch14uvag00058868,2596692.493,1218280.292,505.93
ch14uvag00242672,ch:1:sloid:6530::341001,,1,,,20211212,,20220508,ch14uvag00225242,2704701,1114132,208.6
ch14uvag00228955,ch:1:sloid:92711:0:483975,,pbal02,15.00,13.00,20200106,,20220508,ch14uvag00042948,2504613.399,1117624.197,425.4
ch14uvag00242775,ch:1:sloid:88046::80,,80,,,20210720,,20220508,ch14uvag00061859,2693778,1235384,451
ch14uvag00228585,ch:1:sloid:92998:0:438697,,voir01,36.00,9.00,20200106,,20220508,ch14uvag00047504,2497735.36,1114501.198,395.3
ch14uvag00247160,ch:1:sloid:77134:0:2,,2,,,20220301,,20220508,ch14uvag00039514,2670102,1229355,490
ch14uvag00236277,ch:1:sloid:7408:1:1,,10,,,19980101,,20220508,ch14uvag00048365,2619374.187,1178849.097,1083.8
ch14uvag00241250,ch:1:sloid:4358::43581,,43581,2.00,32.00,20210101,,20220508,ch14uvag00056073,2576790,1214970,497.3
ch14uvag00235428,ch:1:sloid:94200:0:1,,1,,,20190722,,20220508,ch14uvag00040671,2599008.496,1199572.524,544
ch14uvag00237622,ch:1:sloid:30087:0:202944,,1,,,20210211,,20220508,ch14uvag00043045,2574289,1097823,1497.5
ch14uvag00234557,ch:1:sloid:78973:0:1,,1,,,20200703,,20220508,ch14uvag00054303,2608897.548,1190873.391,523.5
ch14uvag00234555,ch:1:sloid:78954:0:1,,1,,,20200703,,20220508,ch14uvag00054315,2608789.638,1192073.385,526.6
ch14uvag00234516,ch:1:sloid:78929:0:1,,1,,,20200703,,20220508,ch14uvag00054327,2609514.511,1191514.87,541.8
ch14uvag00234443,ch:1:sloid:76153::50,,50,,,20220207,,20220508,ch14uvag00049847,2686986,1256236,442.9
ch14uvag00230347,ch:1:sloid:7789:0:2,,2,,,20200703,,20220508,ch14uvag00046978,2608048.632,1187518.281,646
ch14uvag00227431,ch:1:sloid:90614::51,,51,,,20220207,,20220508,ch14uvag00046947,2673558,1252569,402.3
ch14uvag00226275,ch:1:sloid:87977::51,,51,,,20220207,,20220508,ch14uvag00045372,2687994,1239359,469.2
ch14uvag00232236,ch:1:sloid:87993::50,,50,,,20220207,,20220508,ch14uvag00048581,2689257,1238176,506.1
ch14uvag00226737,ch:1:sloid:90619::50,,50,,,20220207,,20220508,ch14uvag00047133,2674075,1250233,390.4
ch14uvag00232237,ch:1:sloid:87993::51,,51,,,20220207,,20220508,ch14uvag00048581,2689148,1238253,509.3
ch14uvag00227328,ch:1:sloid:90544::51,,51,,,20220207,,20220508,ch14uvag00044432,2688729,1251921,437.3
ch14uvag00242442,ch:1:sloid:1577:1:1,1,1,98.00,,20211027,,20220508,ch14uvag00050434,2577560.39065,1100152.61845,818.5
ch14uvag00227621,ch:1:sloid:78292:1:1,,1,,,20200703,,20220508,ch14uvag00061383,2629464.409,1256181.361,391.7
ch14uvag00230573,ch:1:sloid:87873:1:3,,11,,,20000127,,20220508,ch14uvag00061315,2614927.749,1177199.789,559.3
ch14uvag00237040,ch:1:sloid:30435:0:55131,,1,,,20210211,,20220508,ch14uvag00039287,2691940,1180485.001,1365.7
ch14uvag00241533,ch:1:sloid:92459:0:02,,2,,,20210401,,20220508,ch14uvag00041031,2584076,1220388,435.7
ch14uvag00242313,ch:1:sloid:91514::302702,,2,,,20211212,,20220508,ch14uvag00039382,2702424,1112641,286.1
ch14uvag00242911,ch:1:sloid:91650::410001,,1,,,20211212,,20220508,ch14uvag00057794,2719200,1095975,453.9
ch14uvag00238656,ch:1:sloid:77387::2,,2,,,20210201,,20220508,ch14uvag00059528,2693497.54618,1184855.72797,482.4
ch14uvag00229789,ch:1:sloid:89379:1:2,,2,,,20200703,,20220508,ch14uvag00040183,2611424.377,1265184.278,305.9
ch14uvag00236312,ch:1:sloid:92903:0:611331,,serv02,25.00,14.00,20200106,,20220508,ch14uvag00046890,2498946.471,1118850.168,409.1
ch14uvag00229749,ch:1:sloid:78168:1:3,,3,,,20200703,,20220508,ch14uvag00040119,2609537.488,1268433.431,271.1
ch14uvag00233585,ch:1:sloid:91047::21,,21,,,20220207,,20220508,ch14uvag00064991,2685529,1251734,425.4
ch14uvag00246333,ch:1:sloid:3461:0:220961,3,3,300.00,55.00,20220105,,20220508,ch14uvag00061206,2694932.7237,1289082.07022,437.9
ch14uvag00238344,ch:1:sloid:89770::2,,2,,,20210201,,20220508,ch14uvag00052416,2665798.20206,1212024.06845,482.5
ch14uvag00243316,ch:1:sloid:94455::530202,,2,,,20211212,,20220508,ch14uvag00053229,2719810,1081832,304.7
ch14uvag00233558,ch:1:sloid:91210::20,,20,,,20220207,,20220508,ch14uvag00065152,2681186,1242477,475.2
ch14uvag00237689,ch:1:sloid:31268:0:706042,,1,,,20210211,,20220508,ch14uvag00220611,2635254,1104446,2633.1
ch14uvag00226517,ch:1:sloid:77028:0:2,,2,,,20190101,,20220508,ch14uvag00059082,2605222.367,1207539.129,532.951
ch14uvag00237976,ch:1:sloid:30517:0:689513,,1,,,20210211,,20220508,ch14uvag00049644,2725732,1203202,1035.4
ch14uvag00245506,ch:1:sloid:79728:0:01,,1,,,20211212,,20220508,ch14uvag00047463,2752694,1226605,462
ch14uvag00240682,ch:1:sloid:4465::44652,,44652,60.00,35.00,20210101,,20220508,ch14uvag00052581,2580145,1210811,445.7
ch14uvag00246984,ch:1:sloid:93452:0:1,,1,,,20220301,,20220508,ch14uvag00064747,2681938,1223628,488
ch14uvag00229755,ch:1:sloid:89013:0:2,,2,,,20190101,,20220508,ch14uvag00041434,2604354.243,1202846.873,586.962
ch14uvag00227814,ch:1:sloid:230:0:11,,11,,,20190101,,20220508,ch14uvag00052589,2604785.169,1226600.276,437.913
ch14uvag00231602,ch:1:sloid:95028:0:391711,,mema01,25.00,14.00,20200106,,20220508,ch14uvag00053368,2495217.285,1121135.152,440.5
ch14uvag00234185,ch:1:sloid:62:1:7,,7,,,20200703,,20220508,ch14uvag00041549,2609991.972,1263721.267,292.1
ch14uvag00243084,ch:1:sloid:5277::111502,,2,,,20211212,,20220508,ch14uvag00061427,2716157,1149565,767.3
ch14uvag00243072,ch:1:sloid:78836::112101,,1,,,20211212,,20220508,ch14uvag00055472,2715174,1154030,889.2
ch14uvag00247766,ch:1:sloid:88702:0:1,,1,,,20220301,,20220508,ch14uvag00049272,2682924,1226034,455
ch14uvag00238645,ch:1:sloid:5376:0:338151,,1,,,20210211,,20220508,ch14uvag00038750,2719011,1096385,464
ch14uvag00238653,ch:1:sloid:77390::1,,1,,,20210201,,20220508,ch14uvag00059527,2694041.67277,1182038.97454,534.7
ch14uvag00237472,ch:1:sloid:31183:0:509655,,1,,,20210211,,20220508,ch14uvag00165584,2816529,1191505,2700.9
ch14uvag00225616,ch:1:sloid:95264::80,,80,,,20210720,,20220508,ch14uvag00049598,2703779,1243828,564.4
ch14uvag00231240,ch:1:sloid:90785::51,,51,,,20220207,,20220508,ch14uvag00058712,2692473,1241819,656.8
ch14uvag00243540,ch:1:sloid:91488::506602,,1,,,20211212,,20220508,ch14uvag00043227,2723403,1077129,236.1
ch14uvag00237230,ch:1:sloid:72746::1,,1,,,20210201,,20220508,ch14uvag00045753,2755838.7707,1190225.58365,569
ch14uvag00238732,ch:1:sloid:94420::1,,1,,,20210201,,20220508,ch14uvag00043337,2757876.67501,1191728.10416,564.8
ch14uvag00238725,ch:1:sloid:31189:0:859223,,2,,,20210211,,20220508,ch14uvag00165555,2612066,1110741,2618.5
ch14uvag00237369,ch:1:sloid:332:0:672998,,1,,,20210211,,20220508,ch14uvag00223577,2736298,1214245,2216.4
ch14uvag00238718,ch:1:sloid:94405::1,,1,,,20210201,,20220508,ch14uvag00043313,2759080.775,1190927.23111,587.5
ch14uvag00232887,ch:1:sloid:91038::2,,2,,,20220207,,20220508,ch14uvag00064982,2680944,1248029,411.2
ch14uvag00235157,ch:1:sloid:76193::5,,5,,,20220207,,20220508,ch14uvag00065005,2683574,1246863,408.3
ch14uvag00229155,ch:1:sloid:76265::50,,50,,,20220207,,20220508,ch14uvag00056779,2677776,1254218,442.7
ch14uvag00230395,ch:1:sloid:88532::51,,51,,,20220207,,20220508,ch14uvag00054153,2696977,1240212,443.8
ch14uvag00227642,ch:1:sloid:255:1:5,,5,,,20200703,,20220508,ch14uvag00038586,2611944.407,1257661.34,314.5
ch14uvag00226622,ch:1:sloid:90775::51,,51,,,20220207,,20220508,ch14uvag00057923,2683610,1239899,513.9
ch14uvag00228743,ch:1:sloid:95010:0:422399,,anma01,15.00,12.00,20200106,,20220508,ch14uvag00039100,2506651.436,1125533.246,422.8
ch14uvag00231379,ch:1:sloid:89471:1:2,,2,,,20200703,,20220508,ch14uvag00057185,2615719.185,1269709.702,282.3
ch14uvag00243234,ch:1:sloid:88290::407102,,4,,,20211212,,20220508,ch14uvag00052906,2716845,1096575,344.7
ch14uvag00247757,ch:1:sloid:2294:0:2,,2,,,20220301,,20220508,ch14uvag00061924,2687638,1221377,725
ch14uvag00237330,ch:1:sloid:9277:0:350062,,2,,,20210211,,20220508,ch14uvag00052807,2783081,1154495,2277.5
ch14uvag00247787,ch:1:sloid:77532:0:1,,1,,,20220301,,20220508,ch14uvag00038791,2684226,1225571,623
ch14uvag00242721,ch:1:sloid:5477::313001,,1,,,20211212,,20220508,ch14uvag00039485,2698368,1121806,318.4
ch14uvag00243848,ch:1:sloid:79018::408206,A,6,,,20211212,,20220508,ch14uvag00052242,2717925,1096670,282.4
ch14uvag00236325,ch:1:sloid:76598:1:1,,10,,,20000528,,20220508,ch14uvag00058954,2621189.717,1182650.886,913
ch14uvag00233561,ch:1:sloid:91278::50,,50,,,20220207,,20220508,ch14uvag00065222,2681308,1241917,484.5
ch14uvag00236695,ch:1:sloid:95406::51,,51,,,20220207,,20220508,ch14uvag00061202,2684526,1238753,492.1
ch14uvag00226621,ch:1:sloid:90775::50,,50,,,20220207,,20220508,ch14uvag00057923,2683601,1239893,513.1
ch14uvag00243476,ch:1:sloid:75310::402901,,1,,,20211212,,20220508,ch14uvag00052223,2716815,1096407,339.2
ch14uvag00225838,ch:1:sloid:76207::50,,50,,,20220207,,20220508,ch14uvag00050144,2686289,1242708,472.9
ch14uvag00226580,ch:1:sloid:76184::90,,90,,,20210720,,20220508,ch14uvag00064671,2685494,1243583,416.5
ch14uvag00228015,ch:1:sloid:7898:2:8,,17,,,19990101,,20220508,ch14uvag00061231,2611514.947,1179192.18,561.1
ch14uvag00228004,ch:1:sloid:76800:1:2,,11,,,19990101,,20220508,ch14uvag00061240,2608625.347,1178129.001,655.6
ch14uvag00228010,ch:1:sloid:7898:1:1,,12,,,19990101,,20220508,ch14uvag00061231,2611379.12,1179166.612,561.4
ch14uvag00241166,ch:1:sloid:76413::764131,,764131,,,20210101,,20220508,ch14uvag00041149,2586231,1219715,436.6
ch14uvag00229114,ch:1:sloid:90200::83,,83,,,20210720,,20220508,ch14uvag00040527,2671967,1249862,432
ch14uvag00243356,ch:1:sloid:6896::50,,50,,,20220207,,20220508,ch14uvag00054429,2692636,1264677,418.4
ch14uvag00243357,ch:1:sloid:6896::52,,52,,,20220207,,20220508,ch14uvag00054429,2692635,1264687,418.4
ch14uvag00237690,ch:1:sloid:31269:0:81528,,1,,,20210211,,20220508,ch14uvag00220610,2635279,1103315,2917.9
ch14uvag00234065,ch:1:sloid:30812::80,,80,,,20210720,,20220508,ch14uvag00064906,2684663,1246053,424.9
ch14uvag00237490,ch:1:sloid:30374:0:769045,,1,,,20210211,,20220508,ch14uvag00045743,2674907,1192942,904.9
ch14uvag00227226,ch:1:sloid:73166::50,,50,,,20220207,,20220508,ch14uvag00061191,2685206,1238432,462.4
ch14uvag00228781,ch:1:sloid:93091:0:840117,,bbay00,25.00,0.00,20200106,,20220508,ch14uvag00058340,2492723.287,1117211.154,378.1
ch14uvag00233458,ch:1:sloid:76263::51,,51,,,20220207,,20220508,ch14uvag00065140,2680120,1252809,460.6
ch14uvag00232199,ch:1:sloid:92788:0:549310,,bit00,33.00,14.00,20200106,,20220508,ch14uvag00046775,2499418.451,1120725.129,439.2
ch14uvag00232067,ch:1:sloid:95022:0:159093,,thre01,27.00,16.00,20200106,,20220508,ch14uvag00046897,2499917.499,1117589.166,377.3
ch14uvag00239409,ch:1:sloid:30584:0:450521,,1,,,20210211,,20220508,ch14uvag00062259,2761100,1177048.001,1519.4
ch14uvag00227268,ch:1:sloid:87655::80,,80,,,20210720,,20220508,ch14uvag00063263,2687202,1251824,430.2
ch14uvag00227349,ch:1:sloid:90811::51,,51,,,20220207,,20220508,ch14uvag00061179,2684779,1238945,463.8
ch14uvag00239217,ch:1:sloid:87894::1,,1,,,20210201,,20220508,ch14uvag00064809,2793336.93685,1164523.24257,1702
ch14uvag00235006,ch:1:sloid:76241::10,,10,,,20220207,,20220508,ch14uvag00065122,2678882,1251800,509
ch14uvag00232547,ch:1:sloid:91345::20,,20,,,20220207,,20220508,ch14uvag00065290,2678428,1248698,428.4
ch14uvag00241358,ch:1:sloid:87623:0:02,,2,,,20210401,,20220508,ch14uvag00041043,2587278,1222758,446.1
ch14uvag00231501,ch:1:sloid:92778:0:5804,,amdo03,33.00,16.00,20200106,,20220508,ch14uvag00046757,2501863.454,1117247.163,405.9
ch14uvag00240989,ch:1:sloid:92484:0:01,,1,,,20210401,,20220508,ch14uvag00055685,2583145,1223664,697.5
ch14uvag00232766,ch:1:sloid:91056::83,,83,,,20210720,,20220508,ch14uvag00064873,2679386,1249390,398.9
ch14uvag00228336,ch:1:sloid:92970:0:131826,,sion03,15.00,12.00,20200106,,20220508,ch14uvag00049478,2508225.458,1121052.182,447.1
ch14uvag00226444,ch:1:sloid:3661:0:,1,1,0.00,0.00,20201213,,20220508,ch14uvag00053054,2690938,1235879,407
ch14uvag00231182,ch:1:sloid:76869:1:2,,11,,,19930201,,20220508,ch14uvag00049056,2615347.186,1177467.031,560.6
ch14uvag00243376,ch:1:sloid:90185:0:03,C,3,,,20200507,,20220508,ch14uvag00039804,2663944.943,1255861.01,441
ch14uvag00241602,ch:1:sloid:93324:0:01,,1,,,20210401,,20220508,ch14uvag00041118,2587723,1222594,443
ch14uvag00236786,ch:1:sloid:31052:0:459894,,1,,,20210211,,20220508,ch14uvag00099807,2769902,1183099.001,1845
ch14uvag00226784,ch:1:sloid:78240:1:1,,1,,,20200703,,20220508,ch14uvag00055063,2623425.406,1249118.35,498.8
ch14uvag00228704,ch:1:sloid:92736:0:56555,,manc01,21.00,15.00,20200106,,20220508,ch14uvag00062210,2504670.414,1122026.194,424.3
ch14uvag00227563,ch:1:sloid:78303:1:2,,2,,,20200703,,20220508,ch14uvag00048105,2632252.4,1251665.336,542.9
ch14uvag00228155,ch:1:sloid:234:1:1,,1,,,20200703,,20220508,ch14uvag00056848,2612317.41,1261789.337,296.2
ch14uvag00228991,ch:1:sloid:93118:0:64394,,moil08,,,20200106,,20220508,ch14uvag00061367,2504853.389,1116406.22,415.2
ch14uvag00229384,ch:1:sloid:90923::10,,10,,,20220207,,20220508,ch14uvag00063997,2697292,1262236,441.7
ch14uvag00227207,ch:1:sloid:73163::51,,51,,,20220207,,20220508,ch14uvag00046680,2684460,1237751,543.5
ch14uvag00225819,ch:1:sloid:71517:0:2,,2,,,20190101,,20220508,ch14uvag00045544,2602846.372,1214624.465,534.936
ch14uvag00235798,ch:1:sloid:93032:0:364425,,evau01,20.00,16.00,20200106,,20220508,ch14uvag00055550,2496725.366,1116415.211,412.5
ch14uvag00244894,ch:1:sloid:94000:0:2,,2,12.00,22.00,20211212,,20220508,ch14uvag00062589,2555230.24131,1145803.35417,417.2
ch14uvag00227659,ch:1:sloid:93511:1:1,,1,,,20200703,,20220508,ch14uvag00059670,2627434.422,1257734.342,359
ch14uvag00227536,ch:1:sloid:51:1:4,,4,,,20200703,,20220508,ch14uvag00056844,2611309.424,1260295.33,303.9
ch14uvag00237840,ch:1:sloid:7460:0:611097,,2,,,20210211,,20220508,ch14uvag00050842,2625747,1139985,1964.3
ch14uvag00237023,ch:1:sloid:30360:0:453649,,1,,,20210211,,20220508,ch14uvag00064795,2663574,1210303,600.8
ch14uvag00241005,ch:1:sloid:92479:0:02,,2,,,20210401,,20220508,ch14uvag00042013,2586895,1218680,431.8
